#NR_SVs chm13
#chr	outermost_start	outermost_stop	variant_count	variant_type	method	analysis	platform	study	variant	clinical_assertion	clinvar_accession	bin_size
chr15	21148106	26032890	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15172204	Pathogenic	RCV000751186.2;VCV000614550.2	large
chr15	21148106	26041979	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15172456	Pathogenic	RCV000751187.2;VCV000614551.2	large
chr15	21159170	26023085	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145860	Pathogenic	RCV000137393.4;VCV000148318.2	large
chr15	21172046	26064197	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18830734	Pathogenic	RCV003236743.1;VCV002506559.1	large
chr15	21177444	26020117	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148261	Pathogenic	RCV000143666.4;VCV000155599.2	large
chr15	21195585	25904003	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15141810	Pathogenic	RCV000447049.3;VCV000395545.3	large
chr15	21195585	26017938	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15134162	Pathogenic	RCV000135505.5;VCV000146184.2	large
chr15	21299664	26023130	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605925	Pathogenic	RCV000767754.1;VCV000625746.1	large
chr15	21300195	26042284	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15771823	Pathogenic	RCV000825026.1;VCV000666599.1	large
chr15	21831015	22609774	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121688	Pathogenic	RCV000135319.3;VCV000145993.1	medium
chr15	22300162	23521441	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212171	Likely pathogenic	RCV001032676.1;VCV000832161.1	large
chr15	22826034	25867060	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15123312	Pathogenic	RCV000225563.1;VCV000236370.1	large
chr15	23071518	23088481	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15135673	Pathogenic	RCV000138793.4;VCV000149842.2	medium
chr15	23075432	23176881	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15123526	Pathogenic	RCV000239987.1;VCV000253397.1	medium
chr15	23075765	23145728	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130891	Pathogenic	RCV000539666.8;VCV000458664.6	medium
chr15	23075774	23142065	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17173142	Pathogenic	RCV001388562.1;VCV001075074.1	medium
chr15	23075785	23142065	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213476	Pathogenic	RCV001031715.2;VCV000831131.2	medium
chr15	23075822	23075823	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv8639788	Pathogenic	RCV000144300.1;VCV000155977.1	small
chr15	23239393	24591190	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15123316	Likely pathogenic	RCV000225679.1;VCV000236311.1	large
chr15	25456145	25896549	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15122293	Pathogenic	RCV000141409.3;VCV000152908.1	medium
chr15	25497772	25497876	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17970471	Likely pathogenic	RCV001913682.3;VCV001409439.3	medium
chr15	25587457	25774705	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792237	Likely pathogenic	RCV003109329.1;VCV002422780.2	medium
chr15	25668626	25668793	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792234	Pathogenic	RCV003109325.2;VCV002422776.2	medium
chr15	25668626	25774705	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792236	Pathogenic	RCV003109328.2;VCV002422779.2	medium
chr15	25700079	25709346	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972876	Likely pathogenic	RCV001991388.2;VCV001495461.2	medium
chr15	25725817	25725995	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973330	Likely pathogenic	RCV002013880.3;VCV001508292.3	medium
chr15	25725817	25774705	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972875	Likely pathogenic	RCV001991379.3;VCV001495440.3	medium
chr15	26035791	26064125	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18830845	Likely pathogenic	RCV003236539.1;VCV002506308.1	medium
chr15	26042168	26042282	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789915	Likely pathogenic	RCV003113568.2;VCV002425199.2	medium
chr15	26241325	32012852	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16254912	Likely pathogenic	RCV001258590.1;VCV000979414.1	large
chr15	26241848	27975839	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145026	Likely pathogenic	RCV000754158.1;VCV000545174.1	large
chr15	26471605	28579606	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15136002	Pathogenic	RCV000137946.4;VCV000148883.2	large
chr15	26694755	28173070	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145027	Likely pathogenic	RCV000754160.1;VCV000545176.1	large
chr15	27524686	28575427	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976720	Pathogenic	RCV002286360.1;VCV001707445.1	large
chr15	27865587	30403832	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130141	Pathogenic	RCV000626504.3;VCV000523250.2	large
chr15	27871291	30337943	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15172963	Likely pathogenic	RCV000751231.2;VCV000614595.2	large
chr15	27885916	29948782	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15141190	Pathogenic	RCV000510530.2;VCV000442358.2	large
chr15	27893784	30366376	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15172466	Pathogenic	RCV000751233.2;VCV000614597.2	large
chr15	28084525	30012366	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15122403	Pathogenic	RCV000136965.4;VCV000147838.2	large
chr15	28153621	29940896	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16736628	Pathogenic	RCV001291970.2;VCV000997069.1	large
chr15	28155024	29945077	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133792	Pathogenic	RCV000135974.4;VCV000146727.2	large
chr15	28155042	29366694	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133718	Pathogenic	RCV000135791.4;VCV000146512.2	large
chr15	28155042	30211205	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15135172	Pathogenic	RCV000137254.4;VCV000148179.2	large
chr15	28155779	29947205	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605926	Pathogenic	RCV000767755.1;VCV000625747.1	large
chr15	28197704	30288125	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326339	Pathogenic	RCV002292910.4;VCV001711394.5	large
chr15	28299271	29956077	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145443	Likely pathogenic	RCV000754162.1;VCV000545178.1	large
chr15	28362226	29945280	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145028	Likely pathogenic	RCV000754164.1;VCV000545180.1	large
chr15	28414562	29945997	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15150432	Pathogenic	RCV000511905.2;VCV000442883.2	large
chr15	28422906	30365915	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139072	Pathogenic	RCV000142792.4;VCV000154725.2	large
chr15	28428946	30433805	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605927	Likely pathogenic	RCV000767756.1;VCV000625748.1	large
chr15	28437872	30016781	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16207629	Likely pathogenic	RCV001007425.1;VCV000816500.1	large
chr15	28445490	30013303	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16736627	Pathogenic	RCV001291969.1;VCV000997068.1	large
chr15	28590203	29930015	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15773321	Pathogenic	RCV000849403.2;VCV000688712.2	large
chr15	28591695	29944972	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132860	Pathogenic	RCV000135330.5;VCV000146004.3	large
chr15	28594742	29946214	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15772278	Pathogenic	RCV000847270.2;VCV000686562.2	large
chr15	28605291	29946214	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15774550	Pathogenic	RCV000846060.2;VCV000685352.2	large
chr15	28605994	29948782	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15771895	Pathogenic	RCV000845840.2;VCV000685132.2	large
chr15	28616812	30422089	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139765	Pathogenic	RCV000445728.3;VCV000394946.3	large
chr15	28616812	30422145	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124571	Likely pathogenic	RCV000240120.1;VCV000253353.1	large
chr15	28624656	29930015	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15774735	Pathogenic	RCV000846312.2;VCV000685604.2	large
chr15	28628696	29945996	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15142087	Pathogenic	RCV000511050.2;VCV000441946.2	large
chr15	28820232	28844676	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213371	Likely pathogenic	RCV001031550.3;VCV000830953.3	medium
chr15	28854629	28856827	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973323	Likely pathogenic	RCV002013438.2;VCV001507334.2	medium
chr15	29281544	29449464	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16866493	Pathogenic	RCV001310300.11;VCV001012383.13	medium
chr15	29520724	30016781	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755699	Pathogenic	RCV000790574.1;VCV000638106.1	medium
chr15	29521913	30016781	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755725	Pathogenic	RCV000790602.1;VCV000638134.1	medium
chr15	29522060	30016781	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755714	Pathogenic	RCV000790590.1;VCV000638122.1	medium
chr15	29533010	30138457	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15134255	Pathogenic	RCV000136147.4;VCV000146926.2	medium
chr15	29566023	30016781	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215232	Pathogenic	RCV001194526.1;VCV000929322.1	medium
chr15	29569035	30016781	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605929	Likely pathogenic	RCV000767758.1;VCV000625750.1	medium
chr15	29571336	30122626	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755721	Pathogenic	RCV000790597.1;VCV000638129.1	medium
chr15	30403773	33005733	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145681	Pathogenic	RCV000051157.6;VCV000057451.1	large
chr15	30420010	32185136	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326304	Pathogenic	RCV002293966.1;VCV001712253.1	large
chr15	30469251	30509083	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv8639536	Pathogenic	RCV000087308.1;VCV000038805.1	medium
chr15	30476265	30499083	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212271	Pathogenic	RCV001032980.4;VCV000832500.4	medium
chr15	30476265	30509083	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130931	Pathogenic	RCV000545278.10;VCV000476579.8	medium
chr15	30476265	30509261	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214436	Pathogenic	RCV001033269.4;VCV000832797.4	medium
chr15	34418347	37550405	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15140144	Pathogenic	RCV000448806.3;VCV000395223.3	large
chr15	40209764	40209830	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172198	Likely pathogenic	RCV001378350.2;VCV001067165.2	medium
chr15	42392527	42400299	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18788154	Likely pathogenic	RCV003123527.2;VCV002429288.2	medium
chr15	42397215	42441614	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17173090	Pathogenic	RCV001387300.5;VCV001074118.5	medium
chr15	42397221	42441608	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149824	Pathogenic	RCV000466751.1;VCV000417382.1	medium
chr15	42403208	42406824	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973691	Likely pathogenic	RCV002032340.3;VCV001525285.3	medium
chr15	45516250	58258563	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15774424	Pathogenic	RCV000845891.2;VCV000685183.2	large
chr15	46105926	61056016	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18329578	Pathogenic	RCV002472512.1;VCV001807706.1	large
chr15	46220723	46229011	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972815	Likely pathogenic	RCV001988912.2;VCV001491808.2	medium
chr15	46241051	46300792	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976438	Likely pathogenic	RCV002246082.1;VCV001325470.1	medium
chr15	46241051	46408429	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976439	Likely pathogenic	RCV002246083.1;VCV001325471.1	medium
chr15	46244239	46309812	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15131844	Pathogenic	RCV000133684.4;VCV000144202.2	medium
chr15	46252743	46276309	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16091879	Likely pathogenic	RCV000995442.11;VCV000807328.17	medium
chr15	46287579	46408362	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152230	Likely pathogenic	RCV000512565.2;VCV000443299.2	medium
chr15	46328845	46421303	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130206	Likely pathogenic	RCV000632076.1;VCV000527238.1	medium
chr15	46328855	46421293	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171802	Pathogenic	RCV001389603.5;VCV001075899.5	medium
chr15	46404458	46421303	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15144724	Likely pathogenic	RCV000708220.1;VCV000584002.1	medium
chr15	46404468	46421293	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214820	Likely pathogenic	RCV001033429.4;VCV000832962.4	medium
chr15	46404478	46421283	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976082	Likely pathogenic	RCV002211318.7;VCV001675589.8	medium
chr15	46547123	54251010	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15773263	Pathogenic	RCV000849275.2;VCV000688584.2	large
chr15	48243214	55113832	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152386	Pathogenic	RCV000683691.1;VCV000564202.1	large
chr15	53025492	53063387	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976457	Pathogenic	RCV002251782.1;VCV001690311.1	medium
chr15	53082213	53425129	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120630	Pathogenic	RCV000052342.5;VCV000058571.1	medium
chr15	55029712	56483965	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15143611	Likely pathogenic	RCV000511567.2;VCV000442376.2	large
chr15	62258259	63784886	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147059	Pathogenic	RCV000052344.4;VCV000058573.1	large
chr15	64986766	64992516	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129439	Likely pathogenic	RCV000654833.5;VCV000543915.5	medium
chr15	70164462	70166075	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789300	Likely pathogenic	RCV003111336.2;VCV002423194.2	medium
chr15	73206277	73529378	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146997	Pathogenic	RCV000051823.5;VCV000058080.2	medium
chr15	80422637	81987023	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146387	Pathogenic	RCV000051826.5;VCV000058083.1	large
chr15	82592117	82609993	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972253	Pathogenic	RCV001972451.3;VCV001456686.3	medium
chr15	84110551	95421523	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149918	Likely pathogenic	RCV000511629.2;VCV000443650.2	large
chr15	87386178	87401407	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18790323	Likely pathogenic	RCV003113989.2;VCV002427659.2	medium
chr15	88527900	88552462	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17956038	Likely pathogenic	RCV001806713.1;VCV001331369.1	medium
chr15	88541129	88543409	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172352	Likely pathogenic	RCV001379838.4;VCV001068325.4	medium
chr15	88541129	88549151	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791094	Likely pathogenic	RCV003119205.2;VCV002422259.2	medium
chr15	88556461	88556628	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973792	Likely pathogenic	RCV002037560.3;VCV001345797.3	medium
chr15	90766857	90777184	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791845	Likely pathogenic	RCV003105755.2;VCV002424060.4	medium
chr15	95549467	98536167	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15134946	Likely pathogenic	RCV000137352.6;VCV000148277.2	large
chr15	95890589	97151482	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15128978	Pathogenic	RCV000453678.2;VCV000401490.2	large
chr15	96045282	99655412	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146785	Pathogenic	RCV000143526.6;VCV000155459.2	large
chr15	96433435	96637979	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15134740	Likely pathogenic	RCV000138234.4;VCV000149181.2	medium
chr15	97102086	99609771	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148213	Pathogenic	RCV000142579.5;VCV000154512.2	large
chr15	97152210	99655412	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152394	Likely pathogenic	RCV000683726.1;VCV000564237.1	large
chr15	98010476	98018845	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18788092	Likely pathogenic	RCV003123113.2;VCV002427279.2	medium
chr15	98249521	98249635	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16866494	Likely pathogenic	RCV001310301.11;VCV001012384.13	medium
chr16	82270	131869	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18787444	Likely pathogenic	RCV003122438.2;VCV002423607.2	medium
chr16	91715	112879	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18787445	Likely pathogenic	RCV003122439.2;VCV002423608.2	medium
chr16	234510	593666	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132199	Pathogenic	RCV000052371.6;VCV000058598.2	medium
chr16	990091	1016642	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120343	Likely pathogenic	RCV000135290.3;VCV000145964.1	medium
chr16	1263138	2256222	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147071	Pathogenic	RCV000052373.8;VCV000058600.1	large
chr16	1294850	1938302	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145754	Pathogenic	RCV000052375.8;VCV000058602.1	medium
chr16	1469844	4394519	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15155466	Pathogenic	RCV000683745.1;VCV000564256.1	large
chr16	1526228	1538500	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17955877	Likely pathogenic	RCV001801206.1;VCV001330189.1	medium
chr16	1530630	1536340	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18841986	Pathogenic	RCV003327644.1;VCV002579205.1	medium
chr16	1530655	1530656	3	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130130;nssv15130131;nssv15130132	Pathogenic	RCV000626457.2;VCV000523177.2;RCV000626458.2;VCV000523177.2;RCV000626459.2;VCV000523177.2	small
chr16	1533228	1535860	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973053	Pathogenic	RCV001997461.3;VCV001449273.3	medium
chr16	1538530	1541848	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973578	Likely pathogenic	RCV002024559.3;VCV001519366.3	medium
chr16	1832139	2040920	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132453	Pathogenic	RCV000052377.6;VCV000058604.2	medium
chr16	2070189	2085757	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15144355	Pathogenic	RCV000708080.1;VCV000583818.1	medium
chr16	2080754	2085757	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15144710	Pathogenic	RCV000708199.6;VCV000583975.6	medium
chr16	2080754	2105446	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971676	Pathogenic	RCV001958779.4;VCV001458969.4	medium
chr16	2090539	2100501	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213884	Pathogenic	RCV001032293.4;VCV000831755.4	medium
chr16	2094283	2105150	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971964	Pathogenic	RCV001963036.2;VCV001459275.2	medium
chr16	2094302	2108712	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15150587	Pathogenic	RCV000499544.1;VCV000437412.1	medium
chr16	2124654	2124798	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129993	Likely pathogenic	RCV000502782.1;VCV000433594.1	medium
chr16	2623510	4439309	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154769	Pathogenic	RCV000683747.1;VCV000564258.1	large
chr16	2623510	4594439	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16207250	Pathogenic	RCV001006745.1;VCV000815770.1	large
chr16	2738166	4068315	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147079	Pathogenic	RCV000052395.6;VCV000058620.1	large
chr16	2838463	3919723	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147694	Pathogenic	RCV000240318.2;VCV000253470.2	large
chr16	3008993	5020580	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15125876	Pathogenic	RCV000450026.2;VCV000401386.2	large
chr16	3330601	3992685	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15136076	Likely pathogenic	RCV000138346.4;VCV000149298.2	medium
chr16	3446297	4305484	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15773350	Pathogenic	RCV000849459.2;VCV000688768.2	medium
chr16	3520425	4020612	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121105	Pathogenic	RCV000052396.4;VCV000058621.1	medium
chr16	3612017	3612159	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973719	Likely pathogenic	RCV002034906.3;VCV001345075.3	medium
chr16	3612031	3612145	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129298	Likely pathogenic	RCV000546871.2;VCV000456069.1	medium
chr16	3693290	3786326	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139121	Pathogenic	RCV000143000.4;VCV000154933.2	medium
chr16	3705379	4091569	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15776096	Pathogenic	RCV000848614.2;VCV000687923.2	medium
chr16	3707722	3768584	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121106	Pathogenic	RCV000052397.5;VCV000058622.1	medium
chr16	3708383	5305361	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15774762	Pathogenic	RCV000846351.2;VCV000685643.2	large
chr16	3749839	4134169	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18330236	Likely pathogenic	RCV002474496.1;VCV001808651.1	medium
chr16	3753959	4674426	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139003	Pathogenic	RCV000142504.5;VCV000154437.2	medium
chr16	3763273	3764092	2	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154178;nssv17172079	Likely pathogenic	RCV000707788.1;VCV000583467.6;RCV001377251.5;VCV000583467.6	medium
chr16	3763887	3767826	2	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153107;nssv17172078	Likely pathogenic	RCV000633006.1;VCV000527969.4;RCV001377250.3;VCV000527969.4	medium
chr16	3776864	3798271	2	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154210;nssv17172484	Pathogenic	RCV000707927.1;VCV000583641.6;RCV001380926.5;VCV000583641.6	medium
chr16	3777562	3796987	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121107	Pathogenic	RCV000052398.4;VCV000058623.1	medium
chr16	3794962	3795191	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154127	Pathogenic	RCV000707812.6;VCV000583499.6	medium
chr16	3804816	3826470	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139936	Likely pathogenic	RCV000143630.5;VCV000155563.2	medium
chr16	5361242	10008093	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17977037	Likely pathogenic	RCV002280705.1;VCV001703617.1	large
chr16	7335660	7364387	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16866504	Likely pathogenic	RCV001311468.11;VCV001013115.13	medium
chr16	8790513	8801771	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973767	Likely pathogenic	RCV002036386.3;VCV001522940.4	medium
chr16	8834539	8834670	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18788956	Likely pathogenic	RCV003110975.2;VCV002422841.2	medium
