#ClinGen Region Curation Results
#26 Dec,2024
#Genomic Locations are reported on chm13 (hs1): GCA_009914755.4
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_region.cgi?id=key
#ISCA ID	ISCA Region Name	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
ISCA-46359	5q13.2 population region (gnomAD-SV_v2.1_DEL_5_58897)	5q13.2	chr5:71473926-71525975	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46358	5q13.2 population region (gnomAD-SV_v2.1_DUP_5_15350)	5q13.2	chr5:70814064-70877796	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-12		
ISCA-46357	4q13.3 population region (gnomAD-SV_v2.1_DEL_4_46753)	4q13.3	chr4:77792182-77801183	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46356	4q13.3 population region (gnomAD-SV_v2.1_DEL_4_46744)	4q13.3	chr4:77793941-77800942	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46350	3p12.3 population region (gnomAD-SV_v2.1_DEL_3_33722)	3p12.3	chr3:75771913-75800121	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46349	2q21.2 population region (gnomAD-SV_v2.1_DUP_2_6167)	2q21.2	chr2:132531607-132894310	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46348	2q21.2 population region (gnomAD-SV_v2.1_DEL_2_22275)	2q21.2	chr2:132197025-132207128	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46347	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22163)	2q21.1	chr2:131089139-131106569	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46346	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22156)	2q21.1	chr2:130925227-130930926	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46345	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22155)	2q21.1	chr2:130913333-130918327	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46344	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22135)	2q21.1	chr2:130631261-130633710	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46343	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22133)	2q21.1	chr2:130630322-130635323	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46342	2p11.2 population region (gnomAD-SV_v2.1_DEL_2_19888)	2p11.2	chr2:87020291-87031692	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46341	1q44 population region (gnomAD-SV_v2.1_DEL_1_13898)	1q44	chr1:248081724-248094757	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46340	1q44 population region (gnomAD-SV_v2.1_DEL_1_13890)	1q44	chr1:248013359-248019355	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46339	1q44 population region (gnomAD-SV_v2.1_DEL_1_13889)	1q44	chr1:248006363-248073509	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46338	1q44 population region (gnomAD-SV_v2.1_DEL_1_13888)	1q44	chr1:248004363-248018355	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46337	1q44 population region (gnomAD-SV_v2.1_DEL_1_13885)	1q44	chr1:247987821-248032758	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46336	1q44 population region (gnomAD-SV_v2.1_DUP_1_3816)	1q44	chr1:247901400-247928411	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46334	1q25.2 population region (gnomAD-SV_v2.1_DEL_1_9549)	1q25.2	chr1:178841484-178844166	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46332	1q21.3 population region (gnomAD-SV_v2.1_DEL_1_8087)	1q21.3	chr1:151924586-151935164	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46331	1q21.3 population region (gnomAD-SV_v2.1_DEL_1_8075)	1q21.3	chr1:151719618-151751818	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46330	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7863)	1q21.2	chr1:142974092-142983543	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46329	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7859)	1q21.2	chr1:142946479-143010671	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46328	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7798)	1q21.2	chr1:120909551-120920052	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46327	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7795)	1q21.2	chr1:146296567-146347592	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46326	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7781)	1q21.2	chr1:146649191-146719684	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46325	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7778)	1q21.2	chr1:146824654-146846064	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46324	1q21.1 population region (gnomAD-SV_v2.1_DEL_1_7699)	1q21.1	chr1:147727506-147790493	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46322	1p13.3 population region (gnomAD-SV_v2.1_DEL_1_6959)	1p13.3	chr1:108274747-108347088	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46320	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1945)	1p36.11	chr1:25164802-25171153	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46319	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1944)	1p36.11	chr1:25154183-25159304	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46318	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1943)	1p36.11	chr1:25149283-25159804	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46317	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1941)	1p36.11	chr1:25140671-25145771	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46316	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1939)	1p36.11	chr1:25123773-25130774	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46315	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1938)	1p36.11	chr1:25103479-25119974	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46314	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1937)	1p36.11	chr1:25102579-25160804	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46313	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1834)	1p36.11	chr1:23794932-23801929	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46311	1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1094)	1p36.21	chr1:12473295-12482992	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46310	1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1089)	1p36.21	chr1:12434134-12450133	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46309	1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1085)	1p36.21	chr1:12380580-12414378	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46308	1p36.21 population region (gnomAD-SV_v2.1_DUP_1_507)	1p36.21	chr1:12379157-12424105	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46307	1p36.33 population region (gnomAD-SV_v2.1_DEL_1_195)	1p36.33	chr1:1143981-1149964	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46304	Xq28 region (includes MECP2)	Xq28	chrX:152282218-152383941	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	32043567	29618507	22679399	29141583			2021-02-22		MONDO:0010283
ISCA-46303	SOX9 upstream enhancer region	17q24.3	chr17:70774545-72669347	3	Sufficient evidence for dosage pathogenicity	19234473	26663529	24934569				1	Little evidence for dosage pathogenicity	32583964	19639023					2021-06-07	MONDO:0007134	MONDO:0009869
ISCA-46302	Xp21.2 region (includes NR0B1)	Xp21.2	chrX:29769218-29929096	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	22518125	17504899	20685758				2020-07-22		MONDO:0010226
ISCA-46300	15q24 recurrent region (LCR C-LCR D) (includes SIN3A)	15q24	chr15:73209508-73551278	3	Sufficient evidence for dosage pathogenicity	27399968	22180641					0	No evidence available							2020-01-13	MONDO:0013256	
ISCA-46299	Xp11.22 region (includes HUWE1)	Xp11.22	chrX:52620524-53056146	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	22840365	20655035	26692240				2018-11-19		MONDO:0020119
ISCA-46298	13q12.12 recurrent region (includes SACS, SGCG)	13q12.12	chr13:22171356-23514316	0	No evidence available	30767844						0	No evidence available							2024-04-18		
ISCA-46295	15q13.3 recurrent region (D-CHRNA7 to BP5) (includes CHRNA7, OTUD7A)	15q13.3	chr15:29521614-29947358	3	Sufficient evidence for dosage pathogenicity	19898479	20236110	22775350				40	Dosage sensitivity unlikely	26968334	22420048					2018-05-10	MONDO:0100038	
ISCA-46291	7q11.23 recurrent distal region (includes HIP1, YWHAG)	7q11.23	chr7:76816057-77722266	2	Some evidence for dosage pathogenicity	21109226	35481155	16971481				1	Little evidence for dosage pathogenicity	21109226	27867344					2023-04-20		
ISCA-46288	2q21.1 recurrent region (includes ARHGEF4, GPR148)	2q21.1	chr2:131154090-131606090	1	Little evidence for dosage pathogenicity	22543972	24591035	25661985				0	No evidence available	22543972						2019-09-30		
ISCA-46287	2p24.3 MYCN-DDX1 duplication region	2p24.3	chr2:15600154-16076789									2	Some evidence for dosage pathogenicity	27794475	24161495	23401364				2017-08-07		MONDO:0005072
ISCA-46285	15q13 recurrent region (BP3-BP4) (includes APBA2)	15q13.1-q13.2	chr15:26694401-27868506	0	No evidence available	21248749	19372089	18278044				0	No evidence available							2020-03-09		
ISCA-37516	22q11.2 recurrent region (central, B/C-D) (includes CRKL)	22q11.21	chr22:20782018-21520157	2	Some evidence for dosage pathogenicity	25123976	29090080	26278718	22893440	28121514		0	No evidence available	30614210	29090080	18445048	18414210	19490635	22796526	2024-05-01		
ISCA-37514	15q25.2q25.3 recurrent region (distal, LCR C-LCR D)	15q25.2-q25.3	chr15:82348850-82921987	1	Little evidence for dosage pathogenicity	23239641						0	No evidence available							2020-06-26		
ISCA-37501	17q23.1q23.2 recurrent region (includes TBX2, TBX4)	17q23.1-q23.2	chr17:60904373-63067341	3	Sufficient evidence for dosage pathogenicity	20206336	22052739					2	Some evidence for dosage pathogenicity	20598276	24592505					2018-11-19	MONDO:0013238	
ISCA-37500	15q25.2 recurrent region (proximal LCR B-LCR C)	15q25.2	chr15:80398352-81911932	3	Sufficient evidence for dosage pathogenicity	24352913	23166063	17847001				0	No evidence available							2016-10-13	MONDO:0013672	
ISCA-37497	10q11.2 recurrent region (LCR C-LCR D)	10q11.22-q11.23	chr10:49030599-50695186	1	Little evidence for dosage pathogenicity	21948486	20466309	17531565				1	Little evidence for dosage pathogenicity	21948486	24669257	28846756	34207052			2022-10-12		
ISCA-37496	2q13 recurrent region (includes BCL2L11)	2q13	chr2:111057514-112773937	2	Some evidence for dosage pathogenicity	26227573	26236398	21255006				2	Some evidence for dosage pathogenicity	26227573	24807792	21255006				2018-06-22		
ISCA-37495	2q11.2 recurrent region (includes ARID5A, TMEM127)	2q11.2	chr2:96579890-97512297	3	Sufficient evidence for dosage pathogenicity	26227573						1	Little evidence for dosage pathogenicity	26227573						2022-02-21		
ISCA-37494	Xq28 recurrent region (int22h1/int22h2-flanked) (includes RAB39B)	Xq28	chrX:153126736-153572428	3	Sufficient evidence for dosage pathogenicity	25927380	21984752					3	Sufficient evidence for dosage pathogenicity	25927380	21984752	24357492				2018-08-30		MONDO:0010436
ISCA-37493	1q43q44 terminal region (includes AKT3)	1q43-q44	chr1:242535446-244572450	3	Sufficient evidence for dosage pathogenicity	17603806	21800092	22678713				0	No evidence available	23794269						2016-10-12	MONDO:0012869	
ISCA-37488	22q11.2 recurrent region (distal type II, E-F)	22q11.22-q11.23	chr22:23199802-23729782	1	Little evidence for dosage pathogenicity	23765049	26278718	31837127	21278390	17351135	21948486	1	Little evidence for dosage pathogenicity	22140377						2023-01-19		
ISCA-37486	16p11.2 recurrent region (distal, BP2-BP3) (includes SH2B1)	16p11.2	chr16:29091890-29316312	3	Sufficient evidence for dosage pathogenicity	27240531	20808231	19966786	30767844	21465664	23325106	1	Little evidence for dosage pathogenicity	27240531	20808231	30803986				2024-02-13	MONDO:0013267	
ISCA-37483	19q13.3 region (PSG gene cluster)	19q13	chr19:45557603-46057611	40	Dosage sensitivity unlikely							40	Dosage sensitivity unlikely							2014-03-13		
ISCA-37481	3 copies: 16p centromere	16p11.1	chr16:38215417-39161206	40	Dosage sensitivity unlikely							40	Dosage sensitivity unlikely							2013-08-01		
ISCA-37480	3 copies: 15q telomere	15q26.3	chr15:99379281-99750708	0	No evidence available							40	Dosage sensitivity unlikely							2013-11-26		
ISCA-37478	15q11.2q13 recurrent (PWS/AS) region (Class 2,BP2-BP3)	15q11.2-q13.1	chr15:21199059-25877225	3	Sufficient evidence for dosage pathogenicity	7611294	22045295					3	Sufficient evidence for dosage pathogenicity	9106540	18374305	16840569				2013-11-26	MONDO:0008300	MONDO:0012081
ISCA-37476	14q11.2 region (TCRA region)	14q11.2	chr14:15840547-16749906	40	Dosage sensitivity unlikely							40	Dosage sensitivity unlikely							2015-04-09		
ISCA-37471	1 copy: 6p telomere | 3 copies: 6p telomere	6p25	chr6:114468-194737	40	Dosage sensitivity unlikely							40	Dosage sensitivity unlikely							2014-06-20		
ISCA-37470	1 copy: 2q telomere|3 copies: 2q telomere	2q37.3	chr2:242497123-242667288	40	Dosage sensitivity unlikely							40	Dosage sensitivity unlikely							2014-04-24		
ISCA-37468	Xp11.23 region (includes MAOA and MAOB)	Xp11.23	chrX:43061081-43288671	3	Sufficient evidence for dosage pathogenicity	22365943	20485326	23414621				0	No evidence available							2017-10-11		
ISCA-37467	7q36.3 ZRS (SHH cis-regulatory) duplication region (within LMBR1 intron 5)	7q36.3	chr7:157978885-157979657	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	18178630	18417549	19291772				2018-02-14		MONDO:0008270
ISCA-37448	15q11.2 recurrent region (BP1-BP2) (includes NIPA1)	15q11.2	chr15:20454007-20712028	3	Sufficient evidence for dosage pathogenicity	31451536	24352232	30767844	31665216			40	Dosage sensitivity unlikely							2021-04-12		
ISCA-37447	DLK1-MEG3 Intergenic Region	14q32.2	chr14:94959428-95068113	3	Sufficient evidence for dosage pathogenicity	20585555	24801763	27406249	33579810	18176563	28640239	0	No evidence available							2024-09-13	MONDO:0100499	
ISCA-37443	3q29 recurrent region (includes DLG1)	3q29	chr3:198749494-200350355	3	Sufficient evidence for dosage pathogenicity	27656750	33564151	25714563				1	Little evidence for dosage pathogenicity	32154651	33039685	29501613	18471269			2024-02-18	MONDO:0012269	MONDO:0012761
ISCA-37442	6q24 region (includes PLAGL1)	6q24	chr6:145114838-145288153	1	Little evidence for dosage pathogenicity	16971482						3	Sufficient evidence for dosage pathogenicity	10615957	8842729	10923638				2016-05-24		MONDO:0011073
ISCA-37441	11p11.2 (Potocki-Shaffer syndrome) region (includes ALX4, EXT2)	11p11.2	chr11:44028626-46286899	3	Sufficient evidence for dosage pathogenicity	15852040	16319823	20140962				0	No evidence available							2013-12-12	MONDO:0011022	
ISCA-37440	2p21 region (includes PREPL and SLC3A1)	2p21	chr2:44188482-44367804	30	Gene associated with autosomal recessive phenotype	11524703	16385448	18234729				0	No evidence available							2012-03-21	MONDO:0011669	
ISCA-37439	Xq28 recurrent region (includes GDI1)	Xq28	chrX:152632743-152792065	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	20004760	17546640	18047645				2016-05-26		MONDO:0010436
ISCA-37438	14q11.2 region including CHD8 and SUPT16H	14q11.2	chr14:15556197-15591304	2	Some evidence for dosage pathogenicity	17545556						0	No evidence available							2012-05-09		
ISCA-37436	17p12 recurrent (HNPP/CMT1A) region (includes PMP22)	17p12	chr17:14102393-15425871	3	Sufficient evidence for dosage pathogenicity	20301566						3	Sufficient evidence for dosage pathogenicity	20301384						2016-10-13	MONDO:0008087	MONDO:0007309
ISCA-37433	22q11.2 recurrent (DGS/VCFS) region (proximal, A-B) (includes TBX1)	22q11.21	chr22:19300104-20681010	3	Sufficient evidence for dosage pathogenicity	20301696	27189754	26278718				3	Sufficient evidence for dosage pathogenicity	20301749	19254783	18414210				2018-08-31	MONDO:0008564	MONDO:0012020
ISCA-37432	17q12 recurrent (RCAD syndrome) region (includes HNF1B)	17q12	chr17:37444973-38841585	3	Sufficient evidence for dosage pathogenicity	27929632						3	Sufficient evidence for dosage pathogenicity	26925472	30134084	27409573	26420380			2022-06-16	MONDO:0013797	MONDO:0013796
ISCA-37431	17q11.2 recurrent region (includes NF1)	17q11.2	chr17:31725057-32882882	3	Sufficient evidence for dosage pathogenicity	20513137	20543202	22151963				2	Some evidence for dosage pathogenicity	22241097	18183042	25205021				2020-10-12	MONDO:0013357	MONDO:0030032
ISCA-37430	17p13.3 (Miller-Dieker syndrome) region (includes YWHAE and PAFAH1B1)	17p13.3	chr17:1233247-2574760	3	Sufficient evidence for dosage pathogenicity	3391613, 1671808,  1879837,  7634541, 19584063, 12621583						3	Sufficient evidence for dosage pathogenicity	19136950	19520700	23813913				2016-11-09	MONDO:0009532	MONDO:0013182
ISCA-37428	1q21.1 recurrent (TAR syndrome) region (proximal, BP2-BP3) (includes RBM8A)	1q21.1	chr1:144803787-145165377	1	Little evidence for dosage pathogenicity	22317977	25217958					1	Little evidence for dosage pathogenicity	22317977	25217958					2017-05-18	MONDO:0010121	
ISCA-37425	5q35 recurrent (Sotos syndrome) region (includes NSD1)	5q35.2-q35.3	chr5:176845564-178163070	3	Sufficient evidence for dosage pathogenicity							3	Sufficient evidence for dosage pathogenicity	23599694	23913520	24819041				2014-04-10	MONDO:0019349	
ISCA-37424	10q22.3q23.2 recurrent region (includes BMPR1A)	10q22.3-q23.2	chr10:80792471-87863320	3	Sufficient evidence for dosage pathogenicity	31561016	24550761	28588438	21248748	23057600		1	Little evidence for dosage pathogenicity	21248748	26383923	22043167				2023-05-15		
ISCA-37423	8p23.1 recurrent region (includes GATA4)	8p23.1	chr8:7831477-11501090	3	Sufficient evidence for dosage pathogenicity	20969981	23239632	19606479				2	Some evidence for dosage pathogenicity	26097203	21933911	23165946				2022-06-10		
ISCA-37421	1q21.1 recurrent region (distal, BP3-BP4) (includes GJA5)	1q21.1-q21.2	chr1:146890148-147702541	3	Sufficient evidence for dosage pathogenicity	37881147	33576134	26066539				2	Some evidence for dosage pathogenicity	37881147	26066539					2024-10-04	MONDO:0012914	MONDO:0012915
ISCA-37420	17q21.3 recurrent region (includes KANSL1)	17q21.3	chr17:46489484-46949136	3	Sufficient evidence for dosage pathogenicity	20301783	18628315					1	Little evidence for dosage pathogenicity	19502243	24649381	26565673				2020-08-10	MONDO:0012496	
ISCA-37417	Xp22.31 recurrent region (includes STS)	Xp22.31	chrX:6091130-7710557	3	Sufficient evidence for dosage pathogenicity							40	Dosage sensitivity unlikely							2021-07-01	MONDO:0010622	
ISCA-37415	16p13.11 recurrent region (BP2-BP3) (includes MYH11)	16p13.11	chr16:15422655-16203918	2	Some evidence for dosage pathogenicity	23637818	20398883	18550696	30767844	32697297		2	Some evidence for dosage pathogenicity	30767844	24352232	30287593	36724812			2024-08-16		
ISCA-37411	15q13.3 recurrent region (BP4-BP5) (includes CHRNA7)	15q13	chr15:28694672-29947358	3	Sufficient evidence for dosage pathogenicity	18278044	19289393	19136953				1	Little evidence for dosage pathogenicity	19372089	18805830	26997942				2018-04-27	MONDO:0012774	
ISCA-37409	16p12.2 recurrent region (proximal) (includes EEF2K, CDR2)	16p12.2	chr16:21797732-22280079	2	Some evidence for dosage pathogenicity	20154674	24163246	23682798				0	No evidence available							2018-03-23		
ISCA-37408	2p15p16.1 region (includes BCL11A)	2p15-p16.1	chr2:58917018-62267963	3	Sufficient evidence for dosage pathogenicity	16963482	18245392	22579565	36807877			1	Little evidence for dosage pathogenicity	22726847	26278498	29951117	29864511	37937284		2024-09-10	MONDO:0012916	
ISCA-37406	16p13.3 region (includes CREBBP)	16p13.3	chr16:3752325-3907325	3	Sufficient evidence for dosage pathogenicity							1	Little evidence for dosage pathogenicity							2016-06-09	MONDO:0012519	
ISCA-37401	11p13 (WAGR syndrome) region	11p13	chr11:31917774-32624923	3	Sufficient evidence for dosage pathogenicity							1	Little evidence for dosage pathogenicity	23701296						2016-05-24	MONDO:0008681	
ISCA-37400	16p11.2 recurrent region (proximal, BP4-BP5) (includes TBX6)	16p11.2	chr16:29920721-30473113	3	Sufficient evidence for dosage pathogenicity	20301775	18184952	21841781				3	Sufficient evidence for dosage pathogenicity	18184952	21731881	21841781				2017-02-09	MONDO:0012756	MONDO:0013847
ISCA-37397	22q11.2 recurrent region (distal type I, D-E/F)	22q11.21-q11.22	chr22:21976303-23729782	3	Sufficient evidence for dosage pathogenicity	23765049	30524331	26141236	18179902			1	Little evidence for dosage pathogenicity	22140377	19193630	18414210				2022-12-08	MONDO:0012740	
ISCA-37393	22q11.21 recurrent (Cat eye syndrome) region (includes CECR2)	22q11.1-q11.21	chr22:17588722-18781004	0	No evidence available	16708226						3	Sufficient evidence for dosage pathogenicity	22890013	22495764	11693792				2014-02-27		MONDO:0007276
ISCA-37392	7q11.23 recurrent (Williams-Beuren syndrome) region (includes ELN)	7q11.23	chr7:74530623-75930458	3	Sufficient evidence for dosage pathogenicity	20301427						3	Sufficient evidence for dosage pathogenicity	26610320						2015-08-06	MONDO:0008678	MONDO:0012342
